#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue
swap_01,Swap,1,0,2016-04-28,Interest,10166.6667,EUR,0.0200000000,0.5083333333,2015-10-28,2016-04-28,5555.5556,#N/A,#N/A,1000000.0000,1.0005089652,10171.8411463188
swap_01,Swap,2,0,2016-10-28,Interest,10166.6667,EUR,0.0200000000,0.5083333333,2016-04-28,2016-10-28,0.0000,#N/A,#N/A,1000000.0000,1.0021811279,10188.8414672831
swap_01,Swap,3,0,2017-04-28,Interest,10111.1111,EUR,0.0200000000,0.5055555556,2016-10-28,2017-04-28,0.0000,#N/A,#N/A,1000000.0000,1.0040920668,10152.4864528006
swap_01,Swap,4,0,2017-10-30,Interest,10277.7778,EUR,0.0200000000,0.5138888889,2017-04-28,2017-10-30,0.0000,#N/A,#N/A,1000000.0000,1.0058970355,10338.3861980109
swap_01,Swap,5,0,2018-04-30,Interest,10111.1111,EUR,0.0200000000,0.5055555556,2017-10-30,2018-04-30,0.0000,#N/A,#N/A,1000000.0000,1.0076262875,10188.2213513899
swap_01,Swap,6,0,2018-10-29,Interest,10111.1111,EUR,0.0200000000,0.5055555556,2018-04-30,2018-10-29,0.0000,#N/A,#N/A,1000000.0000,1.0088233940,10200.3254278268
swap_01,Swap,7,0,2019-04-29,Interest,10111.1111,EUR,0.0200000000,0.5055555556,2018-10-29,2019-04-29,0.0000,#N/A,#N/A,1000000.0000,1.0096565823,10208.7498876004
swap_01,Swap,8,0,2019-10-28,Interest,10111.1111,EUR,0.0200000000,0.5055555556,2019-04-29,2019-10-28,0.0000,#N/A,#N/A,1000000.0000,1.0099807051,10212.0271296223
swap_01,Swap,9,0,2020-04-28,Interest,10166.6667,EUR,0.0200000000,0.5083333333,2019-10-28,2020-04-28,0.0000,#N/A,#N/A,1000000.0000,1.0099087352,10267.4054741671
swap_01,Swap,10,0,2020-10-28,Interest,10166.6667,EUR,0.0200000000,0.5083333333,2020-04-28,2020-10-28,0.0000,#N/A,#N/A,1000000.0000,1.0092891991,10261.1068579419
swap_01,Swap,11,0,2021-04-28,Interest,10111.1111,EUR,0.0200000000,0.5055555556,2020-10-28,2021-04-28,0.0000,#N/A,#N/A,1000000.0000,1.0079047839,10191.0372597422
swap_01,Swap,12,0,2021-10-28,Interest,10166.6667,EUR,0.0200000000,0.5083333333,2021-04-28,2021-10-28,0.0000,#N/A,#N/A,1000000.0000,1.0054631743,10222.2089388011
swap_01,Swap,13,0,2022-04-28,Interest,10111.1111,EUR,0.0200000000,0.5055555556,2021-10-28,2022-04-28,0.0000,#N/A,#N/A,1000000.0000,1.0024381581,10135.7635990060
