#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
1:EquityOption:AN,EquityOption,2023-09-05,0.252055,148805.510283,EUR,148805.510283,EUR,4350000.00,EUR,4350000.00,CPTY,CPTY
2:EquityOption,ScriptedTrade,2023-09-05,0.252055,148705.906952,EUR,148705.906952,EUR,#N/A,#N/A,#N/A,CPTY,CPTY
3:EquityOption:FD,ScriptedTrade,2023-09-05,0.252055,150128.151983,EUR,150128.151983,EUR,#N/A,#N/A,#N/A,CPTY,CPTY
4:EquityOption,ScriptedTrade,2023-09-05,0.252055,148705.906952,EUR,148705.906952,EUR,#N/A,EUR,#N/A,CPTY,CPTY
5:EquityBarrierOption:AN,EquityBarrierOption,2023-09-05,0.252055,97278.597141,EUR,97278.597141,EUR,4350000.00,EUR,4350000.00,CPTY,CPTY
6:EquityBarrierOption,ScriptedTrade,2023-09-05,0.252055,102846.600069,EUR,102846.600069,EUR,#N/A,EUR,#N/A,CPTY,CPTY
7:EquityBarrierOption,ScriptedTrade,2023-09-05,0.252055,96927.774464,EUR,96927.774464,EUR,#N/A,EUR,#N/A,CPTY,CPTY
8:EquityAccumulator,ScriptedTrade,2028-06-07,5.007036,70900.198844,EUR,70900.198844,EUR,#N/A,EUR,#N/A,CPTY,CPTY
9a:EquityAccumulator02Wrapped,EquityAccumulator,2023-09-11,0.268493,-264859.131992,EUR,-264859.131992,EUR,440000.00,EUR,440000.00,CPTY,CPTY
9b:EquityAccumulator02WrappedKnockOutAtPeriodEnd,EquityAccumulator,2023-09-11,0.268493,-264108.343093,EUR,-264108.343093,EUR,440000.00,EUR,440000.00,CPTY,CPTY
