TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma
CAP_EUR,false,DiscountCurve/EUR/5/1Y,0.000100,,0.000000,USD,-7176.33,0.00,0.00
CAP_EUR,false,DiscountCurve/EUR/6/2Y,0.000100,,0.000000,USD,-7176.33,0.00,0.00
CAP_EUR,false,DiscountCurve/EUR/7/3Y,0.000100,,0.000000,USD,-7176.33,0.02,0.00
CAP_EUR,false,DiscountCurve/EUR/8/4Y,0.000100,,0.000000,USD,-7176.33,0.09,0.00
CAP_EUR,false,DiscountCurve/EUR/9/5Y,0.000100,,0.000000,USD,-7176.33,0.45,0.00
CAP_EUR,false,DiscountCurve/EUR/10/7Y,0.000100,,0.000000,USD,-7176.33,2.20,0.00
CAP_EUR,false,DiscountCurve/EUR/11/10Y,0.000100,,0.000000,USD,-7176.33,2.85,0.00
CAP_EUR,false,DiscountCurve/EUR/12/15Y,0.000100,,0.000000,USD,-7176.33,0.00,0.00
CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000100,,0.000000,USD,-7176.33,0.00,0.00
CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/4/9M,0.000100,,0.000000,USD,-7176.33,0.00,0.00
CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000100,,0.000000,USD,-7176.33,0.09,0.00
CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000100,,0.000000,USD,-7176.33,1.20,-0.06
CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000100,,0.000000,USD,-7176.33,4.58,-0.36
CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/8/4Y,0.000100,,0.000000,USD,-7176.33,7.96,-1.15
CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000100,,0.000000,USD,-7176.33,18.48,-1.95
CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/10/7Y,0.000100,,0.000000,USD,-7176.33,35.10,-3.15
