#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility
Bond_Amortizing_FixedAmount,Bond,1,0,2017-02-03,Interest,500123.5122,EUR,0.0500000000,1.0002470245,2016-02-03,2017-02-03,2732.2404,#N/A,#N/A,10000000.0000,0.9803373492,490289.7582719236,1.0000000000,490289.7582719236,EUR,#N/A,#N/A,#N/A,#N/A
Bond_Amortizing_FixedAmount,Bond,2,0,2017-02-03,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9803373492,980337.3492220110,1.0000000000,980337.3492220110,EUR,#N/A,#N/A,#N/A,#N/A
Bond_Amortizing_FixedAmount,Bond,3,0,2018-02-05,Interest,452465.7534,EUR,0.0500000000,1.0054794521,2017-02-03,2018-02-05,0.0000,#N/A,#N/A,9000000.0000,0.9611694523,434896.2603848742,1.0000000000,434896.2603848742,EUR,#N/A,#N/A,#N/A,#N/A
Bond_Amortizing_FixedAmount,Bond,4,0,2018-02-05,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9611694523,961169.4522584266,1.0000000000,961169.4522584266,EUR,#N/A,#N/A,#N/A,#N/A
Bond_Amortizing_FixedAmount,Bond,5,0,2019-02-04,Interest,398904.1096,EUR,0.0500000000,0.9972602740,2018-02-05,2019-02-04,0.0000,#N/A,#N/A,8000000.0000,0.9423766854,375917.9325855063,1.0000000000,375917.9325855063,EUR,#N/A,#N/A,#N/A,#N/A
Bond_Amortizing_FixedAmount,Bond,6,0,2019-02-04,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9423766854,942376.6853963569,1.0000000000,942376.6853963569,EUR,#N/A,#N/A,#N/A,#N/A
Bond_Amortizing_FixedAmount,Bond,7,0,2020-02-03,Interest,348954.6373,EUR,0.0500000000,0.9970132495,2019-02-04,2020-02-03,0.0000,#N/A,#N/A,7000000.0000,0.9239502660,322416.7299885970,1.0000000000,322416.7299885970,EUR,#N/A,#N/A,#N/A,#N/A
Bond_Amortizing_FixedAmount,Bond,8,0,2020-02-03,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9239502660,923950.2660342060,1.0000000000,923950.2660342060,EUR,#N/A,#N/A,#N/A,#N/A
Bond_Amortizing_FixedAmount,Bond,9,0,2021-02-03,Interest,300074.1073,EUR,0.0500000000,1.0002470245,2020-02-03,2021-02-03,0.0000,#N/A,#N/A,6000000.0000,0.9058344413,271817.4613839929,1.0000000000,271817.4613839929,EUR,#N/A,#N/A,#N/A,#N/A
Bond_Amortizing_FixedAmount,Bond,10,0,2021-02-03,Notional,6000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9058344413,5435006.6480003707,1.0000000000,5435006.6480003707,EUR,#N/A,#N/A,#N/A,#N/A
