#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility
CDS,CreditDefaultSwap,1,0,2016-03-21,Interest,-25277.7778,USD,0.0100000000,0.2527777778,2015-12-21,2016-03-21,-12777.7778,#N/A,#N/A,10000000.0000,0.9989553870,-25251.3722822456,0.8831293157,-22300.2271251806,EUR,#N/A,#N/A,#N/A,#N/A
CDS,CreditDefaultSwap,2,0,2016-06-20,Interest,-25277.7778,USD,0.0100000000,0.2527777778,2016-03-21,2016-06-20,0.0000,#N/A,#N/A,10000000.0000,0.9966747769,-25193.7235272524,0.8831293157,-22249.3158196300,EUR,#N/A,#N/A,#N/A,#N/A
CDS,CreditDefaultSwap,3,0,2016-09-20,Interest,-25555.5556,USD,0.0100000000,0.2555555556,2016-06-20,2016-09-20,0.0000,#N/A,#N/A,10000000.0000,0.9942196240,-25407.8348345902,0.8831293157,-22438.4037919720,EUR,#N/A,#N/A,#N/A,#N/A
CDS,CreditDefaultSwap,4,0,2016-12-20,Interest,-25277.7778,USD,0.0100000000,0.2527777778,2016-09-20,2016-12-20,0.0000,#N/A,#N/A,10000000.0000,0.9915961140,-25065.3462138042,0.8831293157,-22135.9420506477,EUR,#N/A,#N/A,#N/A,#N/A
CDS,CreditDefaultSwap,5,0,2017-03-20,Interest,-25000.0000,USD,0.0100000000,0.2500000000,2016-12-20,2017-03-20,0.0000,#N/A,#N/A,10000000.0000,0.9882036953,-24705.0923824141,0.8831293157,-21817.7913310385,EUR,#N/A,#N/A,#N/A,#N/A
CDS,CreditDefaultSwap,6,0,2017-06-20,Interest,-25555.5556,USD,0.0100000000,0.2555555556,2017-03-20,2017-06-20,0.0000,#N/A,#N/A,10000000.0000,0.9840875037,-25148.9028731505,0.8831293157,-22209.7333860419,EUR,#N/A,#N/A,#N/A,#N/A
CDS,CreditDefaultSwap,7,0,2017-09-20,Interest,-25555.5556,USD,0.0100000000,0.2555555556,2017-06-20,2017-09-20,0.0000,#N/A,#N/A,10000000.0000,0.9799884575,-25044.1494682006,0.8831293157,-22117.2225832068,EUR,#N/A,#N/A,#N/A,#N/A
CDS,CreditDefaultSwap,8,0,2017-12-20,Interest,-25277.7778,USD,0.0100000000,0.2527777778,2017-09-20,2017-12-20,0.0000,#N/A,#N/A,10000000.0000,0.9759507628,-24669.8665034500,0.8831293157,-21786.6823246525,EUR,#N/A,#N/A,#N/A,#N/A
CDS,CreditDefaultSwap,9,0,2018-03-20,Interest,-25000.0000,USD,0.0100000000,0.2500000000,2017-12-20,2018-03-20,0.0000,#N/A,#N/A,10000000.0000,0.9718583485,-24296.4587128667,0.8831293157,-21456.9149580616,EUR,#N/A,#N/A,#N/A,#N/A
CDS,CreditDefaultSwap,10,0,2018-06-20,Interest,-25555.5556,USD,0.0100000000,0.2555555556,2018-03-20,2018-06-20,0.0000,#N/A,#N/A,10000000.0000,0.9675390791,-24725.9986870746,0.8831293157,-21836.2543015680,EUR,#N/A,#N/A,#N/A,#N/A
