#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
Bond_Fixed,Bond,2021-02-03,4.994783,11415374.085294,EUR,11415374.085294,EUR,10000000.00,EUR,10000000.00,,CPTY_C
FwdBond_Fixed,ForwardBond,2021-02-03,4.994783,5179470.638484,EUR,5179470.638484,EUR,10000000.00,EUR,10000000.00,,CPTY_C
Bond_Floating,Bond,2021-02-03,4.994783,10362984.325700,EUR,10362984.325700,EUR,10000000.00,EUR,10000000.00,,CPTY_C
FwdBond_Floating,ForwardBond,2021-02-03,4.994783,9961596.194722,EUR,9961596.194722,EUR,10000000.00,EUR,10000000.00,,CPTY_C
Bond_Fixed_Then_Floating,Bond,2026-02-03,9.994783,11832311.744802,EUR,11832311.744802,EUR,10000000.00,EUR,10000000.00,,CPTY_C
FwdBond_Fixed_Then_Floating,ForwardBond,2026-02-03,9.994783,1948749.245091,EUR,1948749.245091,EUR,10000000.00,EUR,10000000.00,,CPTY_C
Bond_Amortizing_FixedAmount,Bond,2021-02-03,4.994783,11138178.543526,EUR,11138178.543526,EUR,10000000.00,EUR,10000000.00,,CPTY_C
FwdBond_Amortizing_FixedAmount,ForwardBond,2021-02-03,4.994783,1239919.104145,EUR,1239919.104145,EUR,10000000.00,EUR,10000000.00,,CPTY_C
Bond_Amortizing_Percentage_Initial,Bond,2021-02-03,4.994783,11276776.314410,EUR,11276776.314410,EUR,10000000.00,EUR,10000000.00,,CPTY_C
FwdBond_Amortizing_Percentage_Initial,ForwardBond,2021-02-03,4.994783,1378516.875029,EUR,1378516.875029,EUR,10000000.00,EUR,10000000.00,,CPTY_C
Bond_Amortizing_Percentage_Previous,Bond,2021-02-03,4.994783,11283463.007493,EUR,11283463.007493,EUR,10000000.00,EUR,10000000.00,,CPTY_C
FwdBond_Amortizing_Percentage_Previous,ForwardBond,2021-02-03,4.994783,1385203.568111,EUR,1385203.568111,EUR,10000000.00,EUR,10000000.00,,CPTY_C
Bond_Amortizing_Fixed_Annuity,Bond,2021-02-03,4.994783,11269887.200968,EUR,11269887.200968,EUR,10000000.00,EUR,10000000.00,,CPTY_C
FwdBond_Amortizing_Fixed_Annuity,ForwardBond,2021-02-03,4.994783,1371627.761587,EUR,1371627.761587,EUR,10000000.00,EUR,10000000.00,,CPTY_C
Bond_Amortizing_Floating_Annuity,Bond,2021-02-03,4.994783,10233214.908861,EUR,10233214.908861,EUR,10000000.00,EUR,10000000.00,,CPTY_C
FwdBond_Amortizing_Floating_Annuity,ForwardBond,2021-02-03,4.994783,21532.889785,EUR,21532.889785,EUR,10000000.00,EUR,10000000.00,,CPTY_C
Bond_Amortizing_FixedAmount_PercentagePrevious,Bond,2026-02-03,9.994783,11884303.320039,EUR,11884303.320039,EUR,10000000.00,EUR,10000000.00,,CPTY_C
FwdBond_Amortizing_FixedAmount_PercentagePrevious,ForwardBond,2026-02-03,9.994783,1986043.880658,EUR,1986043.880658,EUR,10000000.00,EUR,10000000.00,,CPTY_C
Bond_Fixed_using_BMBond_curve_Pricing,Bond,2021-02-03,4.994783,13037395.373160,EUR,13037395.373160,EUR,10000000.00,EUR,10000000.00,,CPTY_C
