#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue
Bond_Fixed,Bond,1,0,2017-02-03,Interest,500123.5122,EUR,0.0500000000,1.0002470245,2016-02-03,2017-02-03,2732.2404,#N/A,#N/A,10000000.0000,0.9803373492,490289.7582719236
Bond_Fixed,Bond,2,0,2018-02-05,Interest,502739.7260,EUR,0.0500000000,1.0054794521,2017-02-03,2018-02-05,0.0000,#N/A,#N/A,10000000.0000,0.9611694523,483218.0670943047
Bond_Fixed,Bond,3,0,2019-02-04,Interest,498630.1370,EUR,0.0500000000,0.9972602740,2018-02-05,2019-02-04,0.0000,#N/A,#N/A,10000000.0000,0.9423766854,469897.4157318829
Bond_Fixed,Bond,4,0,2020-02-03,Interest,498506.6247,EUR,0.0500000000,0.9970132495,2019-02-04,2020-02-03,0.0000,#N/A,#N/A,10000000.0000,0.9239502660,460595.3285551386
Bond_Fixed,Bond,5,0,2021-02-03,Interest,500123.5122,EUR,0.0500000000,1.0002470245,2020-02-03,2021-02-03,0.0000,#N/A,#N/A,10000000.0000,0.9058344413,453029.1023066548
Bond_Fixed,Bond,6,0,2021-02-03,Notional,10000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9058344413,9058344.4133339506
Bond_Floating,Bond,1,0,2016-08-03,Interest,50224.0437,EUR,0.0101000000,0.4972677596,2016-02-03,2016-08-03,551.9126,2016-02-01,0.0001000000,10000000.0000,0.9900995527,49726.8032160310
Bond_Floating,Bond,2,0,2017-02-03,InterestProjected,148293.6367,EUR,0.0294830517,0.5029792649,2016-08-03,2017-02-03,0.0000,2016-08-01,0.0194830517,10000000.0000,0.9803373492,145377.7907112182
Bond_Floating,Bond,3,0,2017-08-03,InterestProjected,146109.2400,EUR,0.0294640180,0.4958904110,2017-02-03,2017-08-03,0.0000,2017-02-01,0.0194640180,10000000.0000,0.9708366681,141848.2077635486
Bond_Floating,Bond,4,0,2018-02-05,InterestProjected,150158.7713,EUR,0.0294666406,0.5095890411,2017-08-03,2018-02-05,0.0000,2017-08-01,0.0194666406,10000000.0000,0.9611694523,144328.0239433171
Bond_Floating,Bond,5,0,2018-08-03,InterestProjected,145269.2287,EUR,0.0296219377,0.4904109589,2018-02-05,2018-08-03,0.0000,2018-02-01,0.0196235968,10000000.0000,0.9518824459,138279.2287511126
Bond_Floating,Bond,6,0,2019-02-04,InterestProjected,150173.2232,EUR,0.0296287711,0.5068493151,2018-08-03,2019-02-04,0.0000,2018-08-01,0.0196287711,10000000.0000,0.9423766854,141519.7443058260
Bond_Floating,Bond,7,0,2019-08-05,InterestProjected,147727.0187,EUR,0.0296265724,0.4986301370,2019-02-04,2019-08-05,0.0000,2019-01-31,0.0196265724,10000000.0000,0.9331179876,137846.7384297653
Bond_Floating,Bond,8,0,2020-02-03,InterestProjected,147653.7145,EUR,0.0296265485,0.4983831125,2019-08-05,2020-02-03,0.0000,2019-08-01,0.0196276150,10000000.0000,0.9239502660,136424.6887847746
Bond_Floating,Bond,9,0,2020-08-03,InterestProjected,147063.6209,EUR,0.0295743325,0.4972677596,2020-02-03,2020-08-03,0.0000,2020-01-30,0.0195743325,10000000.0000,0.9148965300,134547.9964106033
Bond_Floating,Bond,10,0,2021-02-03,InterestProjected,148747.5900,EUR,0.0295733046,0.5029792649,2020-08-03,2021-02-03,0.0000,2020-07-30,0.0195733046,10000000.0000,0.9058344413,134740.6900503335
Bond_Floating,Bond,11,0,2021-02-03,Notional,10000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9058344413,9058344.4133339506
Bond_Fixed_Then_Floating,Bond,1,0,2017-02-03,Interest,500123.5122,EUR,0.0500000000,1.0002470245,2016-02-03,2017-02-03,2732.2404,#N/A,#N/A,10000000.0000,0.9803373492,490289.7582719236
Bond_Fixed_Then_Floating,Bond,2,0,2018-02-05,Interest,502739.7260,EUR,0.0500000000,1.0054794521,2017-02-03,2018-02-05,0.0000,#N/A,#N/A,10000000.0000,0.9611694523,483218.0670943047
Bond_Fixed_Then_Floating,Bond,3,0,2019-02-04,Interest,498630.1370,EUR,0.0500000000,0.9972602740,2018-02-05,2019-02-04,0.0000,#N/A,#N/A,10000000.0000,0.9423766854,469897.4157318829
Bond_Fixed_Then_Floating,Bond,4,0,2020-02-03,Interest,498506.6247,EUR,0.0500000000,0.9970132495,2019-02-04,2020-02-03,0.0000,#N/A,#N/A,10000000.0000,0.9239502660,460595.3285551386
Bond_Fixed_Then_Floating,Bond,5,0,2021-02-03,Interest,500123.5122,EUR,0.0500000000,1.0002470245,2020-02-03,2021-02-03,0.0000,#N/A,#N/A,10000000.0000,0.9058344413,453029.1023066548
Bond_Fixed_Then_Floating,Bond,6,0,2021-08-03,InterestProjected,146904.6661,EUR,0.0296244216,0.4958904110,2021-02-03,2021-08-03,0.0000,2021-02-01,0.0196244216,10000000.0000,0.8969841471,131771.1566664842
Bond_Fixed_Then_Floating,Bond,7,0,2022-02-03,InterestProjected,149356.7248,EUR,0.0296278286,0.5041095890,2021-08-03,2022-02-03,0.0000,2021-07-30,0.0196278286,10000000.0000,0.8880749778,132639.9700935736
Bond_Fixed_Then_Floating,Bond,8,0,2022-08-03,InterestProjected,146913.6276,EUR,0.0296262288,0.4958904110,2022-02-03,2022-08-03,0.0000,2022-02-01,0.0196262288,10000000.0000,0.8793974081,129195.4633676314
Bond_Fixed_Then_Floating,Bond,9,0,2023-02-03,InterestProjected,149356.7248,EUR,0.0296278286,0.5041095890,2022-08-03,2023-02-03,0.0000,2022-08-01,0.0196278286,10000000.0000,0.8706629166,130039.3616576003
Bond_Fixed_Then_Floating,Bond,10,0,2023-08-03,InterestProjected,146826.9347,EUR,0.0296087465,0.4958904110,2023-02-03,2023-08-03,0.0000,2023-02-01,0.0196087465,10000000.0000,0.8621629879,126588.7487465242
Bond_Fixed_Then_Floating,Bond,11,0,2024-02-05,InterestProjected,150815.8567,EUR,0.0296108086,0.5093270454,2023-08-03,2024-02-05,0.0000,2023-08-01,0.0196108086,10000000.0000,0.8535149600,128723.5898807791
Bond_Fixed_Then_Floating,Bond,12,0,2024-08-05,InterestProjected,147234.4166,EUR,0.0296086794,0.4972677596,2024-02-05,2024-08-05,0.0000,2024-02-01,0.0196086794,10000000.0000,0.8451368842,124433.2360651655
Bond_Fixed_Then_Floating,Bond,13,0,2025-02-03,InterestProjected,147307.5573,EUR,0.0296086794,0.4975147840,2024-08-05,2025-02-03,0.0000,2024-08-01,0.0196097440,10000000.0000,0.8368410472,123273.0104819423
Bond_Fixed_Then_Floating,Bond,14,0,2025-08-04,InterestProjected,147637.7985,EUR,0.0296086794,0.4986301370,2025-02-03,2025-08-04,0.0000,2025-01-30,0.0196086794,10000000.0000,0.8286266420,122336.6132292770
Bond_Fixed_Then_Floating,Bond,15,0,2026-02-03,InterestProjected,148451.6639,EUR,0.0296092117,0.5013698630,2025-08-04,2026-02-03,0.0000,2025-07-31,0.0196097440,10000000.0000,0.8204483993,121796.9300410371
