#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility
cap_01,CapFloor,6,0,2016-03-23,Interest,0.0000,USD,0.0000000000,0.2527777778,2015-12-23,2016-03-23,0.0000,2015-12-21,0.0059310000,-1000000.0000,0.9989089851,0.0000000000,0.8831293157,0.0000000000,EUR,#N/A,0.030000,#N/A,#N/A
cap_01,CapFloor,7,0,2016-06-23,InterestProjected,0.0000,USD,0.0000000000,0.2555555556,2016-03-23,2016-06-23,0.0000,2016-03-21,0.0077250894,-1000000.0000,0.9965941505,0.0000000000,0.8831293157,0.0000000000,EUR,#N/A,0.030000,#N/A,0.007428
cap_01,CapFloor,8,0,2016-09-23,InterestProjected,-0.0003,USD,0.0000000011,0.2555555556,2016-06-23,2016-09-23,0.0000,2016-06-21,0.0083511240,-1000000.0000,0.9941401369,-0.0002915710,0.8831293157,-0.0002574949,EUR,#N/A,0.030000,#N/A,0.007510
cap_01,CapFloor,9,0,2016-12-23,InterestProjected,-0.0809,USD,0.0000003202,0.2527777778,2016-09-23,2016-12-23,0.0000,2016-09-21,0.0088511340,-1000000.0000,0.9915018237,-0.0802540596,0.8831293157,-0.0708747128,EUR,#N/A,0.030000,#N/A,0.007579
cap_01,CapFloor,10,0,2017-03-23,InterestProjected,-1.0153,USD,0.0000040613,0.2500000000,2016-12-23,2017-03-23,0.0000,2016-12-21,0.0093523295,-1000000.0000,0.9880692005,-1.0032127470,0.8831293157,-0.8859665868,EUR,#N/A,0.030000,#N/A,0.007640
cap_01,CapFloor,11,0,2017-06-23,InterestProjected,-4.4977,USD,0.0000175996,0.2555555556,2017-03-23,2017-06-23,0.0000,2017-03-21,0.0097225173,-1000000.0000,0.9839535691,-4.4255043066,0.8831293157,-3.9082925901,EUR,#N/A,0.030000,#N/A,0.007723
cap_01,CapFloor,12,0,2017-09-25,InterestProjected,-12.1869,USD,0.0000466734,0.2611111111,2017-06-23,2017-09-25,0.0000,2017-06-21,0.0098566203,-1000000.0000,0.9797661730,-11.9403482526,0.8831293157,-10.5448715821,EUR,#N/A,0.030000,#N/A,0.007853
cap_01,CapFloor,13,0,2017-12-26,InterestProjected,-24.7383,USD,0.0000968019,0.2555555556,2017-09-25,2017-12-26,0.0000,2017-09-21,0.0098564855,-1000000.0000,0.9756851265,-24.1367541668,0.8831293157,-21.3158751916,EUR,#N/A,0.030000,#N/A,0.008053
cap_01,CapFloor,14,0,2018-03-23,InterestProjected,-53.5615,USD,0.0002216339,0.2416666667,2017-12-26,2018-03-23,0.0000,2017-12-21,0.0109664905,-1000000.0000,0.9717171991,-52.0466531207,0.8831293157,-45.9639251571,EUR,#N/A,0.030000,#N/A,0.008318
cap_01,CapFloor,15,0,2018-06-25,InterestProjected,-115.0149,USD,0.0004404826,0.2611111111,2018-03-23,2018-06-25,0.0000,2018-03-21,0.0120297121,-1000000.0000,0.9673048869,-111.2544839017,0.8831293157,-98.2520962414,EUR,#N/A,0.030000,#N/A,0.008668
cap_01,CapFloor,16,0,2018-09-24,InterestProjected,-167.1830,USD,0.0006613835,0.2527777778,2018-06-25,2018-09-24,0.0000,2018-06-21,0.0120293105,-1000000.0000,0.9630524803,-161.0060503995,0.8831293157,-142.1891631197,EUR,#N/A,0.030000,#N/A,0.009089
cap_01,CapFloor,17,0,2018-12-24,InterestProjected,-226.7409,USD,0.0008969970,0.2527777778,2018-09-24,2018-12-24,0.0000,2018-09-20,0.0120291098,-1000000.0000,0.9588187679,-217.4034326514,0.8831293157,-191.9953447175,EUR,#N/A,0.030000,#N/A,0.009422
cap_01,CapFloor,18,0,2019-03-25,InterestProjected,-315.0136,USD,0.0012462078,0.2527777778,2018-12-24,2019-03-25,0.0000,2018-12-20,0.0131004875,-1000000.0000,0.9543093085,-300.6204371041,0.8831293157,-265.4867209179,EUR,#N/A,0.030000,#N/A,0.009566
cap_01,CapFloor,19,0,2019-06-24,InterestProjected,-411.4606,USD,0.0016277562,0.2527777778,2019-03-25,2019-06-24,0.0000,2019-03-21,0.0143510794,-1000000.0000,0.9494793680,-390.6733510737,0.8831293157,-345.0150892126,EUR,#N/A,0.030000,#N/A,0.009584
