#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.020823,435622.241614,304024.044983,279845.684078,281101.300661,-13135.392431,355985.911170
1,-0.011103,374527.086759,303966.474335,279845.684078,281101.300661,-38424.488717,355985.911170
2,-0.008760,360550.651134,303952.597645,279845.684078,281101.300661,-247553.894562,355985.911170
3,-0.007296,351998.711309,303943.925702,279845.684078,281101.300661,-156168.804516,355985.911170
4,-0.006944,349961.046745,303941.836707,279845.684078,281101.300661,302695.217560,355985.911170
5,-0.006227,345845.736842,303937.589037,279845.684078,281101.300661,270561.520290,355985.911170
6,-0.005844,343667.412004,303935.324442,279845.684078,281101.300661,222031.955319,355985.911170
7,-0.005186,339940.861295,303931.422886,279845.684078,281101.300661,-37527.821931,355985.911170
8,-0.004742,337451.417567,303928.796366,279845.684078,281101.300661,-104182.541310,355985.911170
9,-0.004144,334118.158793,303925.252912,279845.684078,281101.300661,-34152.380990,355985.911170
10,-0.004009,333372.032917,303924.455399,279845.684078,281101.300661,-147164.363184,355985.911170
11,-0.003249,329186.643308,303919.950922,279845.684078,281101.300661,-36129.651045,355985.911170
12,-0.003072,328217.849087,303918.900547,279845.684078,281101.300661,46350.395549,355985.911170
13,-0.002723,326319.687985,303916.833772,279845.684078,281101.300661,-48340.226422,355985.911170
14,-0.002633,325834.528739,303916.303614,279845.684078,281101.300661,-114084.490584,355985.911170
15,-0.002018,322517.138124,303912.657039,279845.684078,281101.300661,10193.547657,355985.911170
16,-0.001981,322318.491306,303912.437460,279845.684078,281101.300661,-200192.169511,355985.911170
17,-0.001874,321746.600212,303911.804519,279845.684078,281101.300661,-52017.318759,355985.911170
18,-0.000319,313546.875944,303902.592753,279845.684078,281101.300661,384841.381727,355985.911170
19,0.000050,311638.766644,303900.409772,279845.684078,281101.300661,37.279654,355985.911170
20,0.000471,309473.483184,303897.912996,279845.684078,281101.300661,170500.538339,355985.911170
21,0.000592,308856.728203,303897.197883,279845.684078,281101.300661,83342.898891,355985.911170
22,0.001023,306666.134920,303894.643311,279845.684078,281101.300661,154970.446610,355985.911170
23,0.001672,303409.257727,303890.801128,279845.684078,281101.300661,-103139.873665,355985.911170
24,0.001676,303389.251503,303890.777357,279845.684078,281101.300661,-5682.670424,355985.911170
25,0.001917,302190.733863,303889.349342,279845.684078,281101.300661,-82061.441082,355985.911170
26,0.001938,302087.766747,303889.226295,279845.684078,281101.300661,-45417.726374,355985.911170
27,0.002074,301413.300776,303888.418853,279845.684078,281101.300661,-61125.778044,355985.911170
28,0.002474,299444.724534,303886.047507,279845.684078,281101.300661,-18142.149443,355985.911170
29,0.002848,297621.995565,303883.831668,279845.684078,281101.300661,-1299.783685,355985.911170
30,0.002856,297586.392758,303883.788187,279845.684078,281101.300661,173414.989323,355985.911170
31,0.002865,297543.705136,303883.736044,279845.684078,281101.300661,125159.046896,355985.911170
32,0.006828,279310.907871,303860.254102,279845.684078,281101.300661,-1344.047236,355985.911170
33,0.007100,278139.070250,303858.645144,279845.684078,281101.300661,29718.243871,355985.911170
34,0.008738,271301.170486,303848.939810,279845.684078,281101.300661,22030.172188,355985.911170
35,0.010393,264819.551623,303839.138427,279845.684078,281101.300661,12951.001215,355985.911170
36,0.010454,264589.473191,303838.777591,279845.684078,281101.300661,92471.764638,355985.911170
37,0.011287,261504.553830,303833.840371,279845.684078,281101.300661,-69504.620877,355985.911170
38,0.011588,260419.130456,303832.056068,279845.684078,281101.300661,-83770.312579,355985.911170
39,0.011612,260333.943729,303831.914916,279845.684078,281101.300661,-64429.603498,355985.911170
40,0.011767,259782.213112,303830.996665,279845.684078,281101.300661,91918.730371,355985.911170
41,0.012304,257904.656437,303827.816796,279845.684078,281101.300661,-222060.225353,355985.911170
42,0.012356,257724.543850,303827.507062,279845.684078,281101.300661,-6699.297529,355985.911170
43,0.013728,253180.016991,303819.381947,279845.684078,281101.300661,-116579.299247,355985.911170
44,0.014273,251472.523327,303816.152215,279845.684078,281101.300661,78742.439749,355985.911170
45,0.016961,243923.518903,303800.225960,279845.684078,281101.300661,52191.437529,355985.911170
46,0.017069,243651.909351,303799.586692,279845.684078,281101.300661,-13374.197835,355985.911170
47,0.017129,243501.281979,303799.229612,279845.684078,281101.300661,93438.994866,355985.911170
48,0.021493,234757.545050,303773.373840,279845.684078,281101.300661,-185707.950294,355985.911170
49,0.024306,231513.806839,303756.707472,279845.684078,281101.300661,-166788.358582,355985.911170
