DiscountCurve/EUR/0/6M	DiscountCurve/EUR/0/6M	2500
DiscountCurve/EUR/1/1Y	DiscountCurve/EUR/1/1Y	2500
DiscountCurve/EUR/2/2Y	DiscountCurve/EUR/2/2Y	2500
DiscountCurve/EUR/3/3Y	DiscountCurve/EUR/3/3Y	2500
DiscountCurve/EUR/4/5Y	DiscountCurve/EUR/4/5Y	2500
DiscountCurve/EUR/5/7Y	DiscountCurve/EUR/5/7Y	2500
DiscountCurve/EUR/6/10Y	DiscountCurve/EUR/6/10Y	2500
DiscountCurve/EUR/7/15Y	DiscountCurve/EUR/7/15Y	2500
DiscountCurve/EUR/8/20Y	DiscountCurve/EUR/8/20Y	2500
DiscountCurve/GBP/0/6M	DiscountCurve/GBP/0/6M	2500
DiscountCurve/GBP/1/1Y	DiscountCurve/GBP/1/1Y	2500
DiscountCurve/GBP/2/2Y	DiscountCurve/GBP/2/2Y	2500
DiscountCurve/GBP/3/3Y	DiscountCurve/GBP/3/3Y	2500
DiscountCurve/GBP/4/5Y	DiscountCurve/GBP/4/5Y	2500
DiscountCurve/GBP/5/7Y	DiscountCurve/GBP/5/7Y	2500
DiscountCurve/USD/0/6M	DiscountCurve/USD/0/6M	2500
DiscountCurve/USD/1/1Y	DiscountCurve/USD/1/1Y	2500
DiscountCurve/USD/2/2Y	DiscountCurve/USD/2/2Y	2500
DiscountCurve/USD/3/3Y	DiscountCurve/USD/3/3Y	2500
DiscountCurve/USD/4/5Y	DiscountCurve/USD/4/5Y	2500
DiscountCurve/USD/5/7Y	DiscountCurve/USD/5/7Y	2500
DiscountCurve/USD/6/10Y	DiscountCurve/USD/6/10Y	2500
DiscountCurve/USD/7/15Y	DiscountCurve/USD/7/15Y	2500
EquitySpot/Lufthansa/0/spot	EquitySpot/Lufthansa/0/spot	100
EquitySpot/SP5/0/spot	EquitySpot/SP5/0/spot	100
EquityVolatility/Lufthansa/2/2Y/ATM	EquityVolatility/Lufthansa/2/2Y/ATM	100
EquityVolatility/Lufthansa/3/3Y/ATM	EquityVolatility/Lufthansa/3/3Y/ATM	100
EquityVolatility/SP5/2/2Y/ATM	EquityVolatility/SP5/2/2Y/ATM	100
FXSpot/GBPEUR/0/spot	FXSpot/GBPEUR/0/spot	100
FXSpot/USDEUR/0/spot	FXSpot/USDEUR/0/spot	100
FXVolatility/USDEUR/3/5Y/ATM	FXVolatility/USDEUR/3/5Y/ATM	100
IndexCurve/EUR-EURIBOR-3M/6/10Y	IndexCurve/EUR-EURIBOR-3M/6/10Y	2500
IndexCurve/EUR-EURIBOR-3M/7/15Y	IndexCurve/EUR-EURIBOR-3M/7/15Y	2500
IndexCurve/EUR-EURIBOR-3M/8/20Y	IndexCurve/EUR-EURIBOR-3M/8/20Y	2500
IndexCurve/EUR-EURIBOR-6M/0/6M	IndexCurve/EUR-EURIBOR-6M/0/6M	2500
IndexCurve/EUR-EURIBOR-6M/1/1Y	IndexCurve/EUR-EURIBOR-6M/1/1Y	2500
IndexCurve/EUR-EURIBOR-6M/2/2Y	IndexCurve/EUR-EURIBOR-6M/2/2Y	2500
IndexCurve/EUR-EURIBOR-6M/3/3Y	IndexCurve/EUR-EURIBOR-6M/3/3Y	2500
IndexCurve/EUR-EURIBOR-6M/4/5Y	IndexCurve/EUR-EURIBOR-6M/4/5Y	2500
IndexCurve/EUR-EURIBOR-6M/5/7Y	IndexCurve/EUR-EURIBOR-6M/5/7Y	2500
IndexCurve/EUR-EURIBOR-6M/6/10Y	IndexCurve/EUR-EURIBOR-6M/6/10Y	2500
IndexCurve/EUR-EURIBOR-6M/7/15Y	IndexCurve/EUR-EURIBOR-6M/7/15Y	2500
IndexCurve/EUR-EURIBOR-6M/8/20Y	IndexCurve/EUR-EURIBOR-6M/8/20Y	2500
IndexCurve/GBP-LIBOR-6M/0/6M	IndexCurve/GBP-LIBOR-6M/0/6M	2500
IndexCurve/GBP-LIBOR-6M/1/1Y	IndexCurve/GBP-LIBOR-6M/1/1Y	2500
IndexCurve/GBP-LIBOR-6M/2/2Y	IndexCurve/GBP-LIBOR-6M/2/2Y	2500
IndexCurve/GBP-LIBOR-6M/3/3Y	IndexCurve/GBP-LIBOR-6M/3/3Y	2500
IndexCurve/GBP-LIBOR-6M/4/5Y	IndexCurve/GBP-LIBOR-6M/4/5Y	2500
IndexCurve/GBP-LIBOR-6M/5/7Y	IndexCurve/GBP-LIBOR-6M/5/7Y	2500
IndexCurve/USD-LIBOR-3M/0/6M	IndexCurve/USD-LIBOR-3M/0/6M	2500
IndexCurve/USD-LIBOR-3M/1/1Y	IndexCurve/USD-LIBOR-3M/1/1Y	2500
IndexCurve/USD-LIBOR-3M/2/2Y	IndexCurve/USD-LIBOR-3M/2/2Y	2500
IndexCurve/USD-LIBOR-3M/3/3Y	IndexCurve/USD-LIBOR-3M/3/3Y	2500
IndexCurve/USD-LIBOR-3M/4/5Y	IndexCurve/USD-LIBOR-3M/4/5Y	2500
IndexCurve/USD-LIBOR-3M/5/7Y	IndexCurve/USD-LIBOR-3M/5/7Y	2500
IndexCurve/USD-LIBOR-3M/6/10Y	IndexCurve/USD-LIBOR-3M/6/10Y	2500
IndexCurve/USD-LIBOR-3M/7/15Y	IndexCurve/USD-LIBOR-3M/7/15Y	2500
IndexCurve/USD-LIBOR-6M/0/6M	IndexCurve/USD-LIBOR-6M/0/6M	2500
IndexCurve/USD-LIBOR-6M/1/1Y	IndexCurve/USD-LIBOR-6M/1/1Y	2500
IndexCurve/USD-LIBOR-6M/2/2Y	IndexCurve/USD-LIBOR-6M/2/2Y	2500
IndexCurve/USD-LIBOR-6M/3/3Y	IndexCurve/USD-LIBOR-6M/3/3Y	2500
IndexCurve/USD-LIBOR-6M/4/5Y	IndexCurve/USD-LIBOR-6M/4/5Y	2500
IndexCurve/USD-LIBOR-6M/5/7Y	IndexCurve/USD-LIBOR-6M/5/7Y	2500
IndexCurve/USD-LIBOR-6M/6/10Y	IndexCurve/USD-LIBOR-6M/6/10Y	2500
SurvivalProbability/BANK/0/6M	SurvivalProbability/BANK/0/6M	2500
SurvivalProbability/BANK/1/1Y	SurvivalProbability/BANK/1/1Y	2500
SurvivalProbability/BANK/2/2Y	SurvivalProbability/BANK/2/2Y	2500
SurvivalProbability/BANK/3/5Y	SurvivalProbability/BANK/3/5Y	2500
SurvivalProbability/BANK/4/10Y	SurvivalProbability/BANK/4/10Y	2500
