#NettingSetId,TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base XVA,Delta,Gamma
CPTY_A,Swap_EUR,true,DiscountCurve/EUR/0/1Y,0.000100,,0.000000,EUR,38715.30,9.06,#N/A
CPTY_A,Swap_EUR,true,DiscountCurve/EUR/1/5Y,0.000100,,0.000000,EUR,38715.30,-62.38,#N/A
CPTY_A,Swap_EUR,true,DiscountCurve/USD/0/1Y,0.000100,,0.000000,EUR,38715.30,-0.17,#N/A
CPTY_A,Swap_EUR,true,DiscountCurve/USD/1/5Y,0.000100,,0.000000,EUR,38715.30,0.61,#N/A
CPTY_A,Swap_EUR,true,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.000100,,0.000000,EUR,38715.30,-109.79,#N/A
CPTY_A,Swap_EUR,true,IndexCurve/EUR-EURIBOR-6M/1/5Y,0.000100,,0.000000,EUR,38715.30,533.59,#N/A
CPTY_A,Swap_EUR,true,IndexCurve/USD-LIBOR-3M/0/1Y,0.000100,,0.000000,EUR,38715.30,0.03,#N/A
CPTY_A,Swap_EUR,true,IndexCurve/USD-LIBOR-3M/1/5Y,0.000100,,0.000000,EUR,38715.30,-0.62,#N/A
CPTY_A,Swap_EUR,true,SurvivalProbability/CPTY_A/0/1Y,0.000000,,0.000000,EUR,38715.30,-29.23,#N/A
CPTY_A,Swap_EUR,true,SurvivalProbability/CPTY_A/1/5Y,0.000000,,0.000000,EUR,38715.30,-60.14,#N/A
CPTY_A,Swap_EUR,true,SurvivalProbability/CPTY_A/2/10Y,0.000000,,0.000000,EUR,38715.30,689.12,#N/A
CPTY_A,Swap_USD,true,DiscountCurve/EUR/0/1Y,0.000100,,0.000000,EUR,50490.44,15.13,#N/A
CPTY_A,Swap_USD,true,DiscountCurve/EUR/1/5Y,0.000100,,0.000000,EUR,50490.44,-74.19,#N/A
CPTY_A,Swap_USD,true,DiscountCurve/USD/0/1Y,0.000100,,0.000000,EUR,50490.44,-21.72,#N/A
CPTY_A,Swap_USD,true,DiscountCurve/USD/1/5Y,0.000100,,0.000000,EUR,50490.44,81.63,#N/A
CPTY_A,Swap_USD,true,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.000100,,0.000000,EUR,50490.44,0.00,#N/A
CPTY_A,Swap_USD,true,IndexCurve/EUR-EURIBOR-6M/1/5Y,0.000100,,0.000000,EUR,50490.44,0.00,#N/A
CPTY_A,Swap_USD,true,IndexCurve/USD-LIBOR-3M/0/1Y,0.000100,,0.000000,EUR,50490.44,-117.58,#N/A
CPTY_A,Swap_USD,true,IndexCurve/USD-LIBOR-3M/1/5Y,0.000100,,0.000000,EUR,50490.44,512.20,#N/A
CPTY_A,Swap_USD,true,FXSpot/USDEUR/0/spot,0.001000,,0.000000,EUR,50490.44,50.49,#N/A
CPTY_A,Swap_USD,true,SurvivalProbability/CPTY_A/0/1Y,0.000000,,0.000000,EUR,50490.44,-38.52,#N/A
CPTY_A,Swap_USD,true,SurvivalProbability/CPTY_A/1/5Y,0.000000,,0.000000,EUR,50490.44,-70.39,#N/A
CPTY_A,Swap_USD,true,SurvivalProbability/CPTY_A/2/10Y,0.000000,,0.000000,EUR,50490.44,894.56,#N/A
CPTY_A,,true,DiscountCurve/EUR/0/1Y,0.000100,,0.000000,EUR,66235.67,18.12,#N/A
CPTY_A,,true,DiscountCurve/EUR/1/5Y,0.000100,,0.000000,EUR,66235.67,-101.52,#N/A
CPTY_A,,true,DiscountCurve/USD/0/1Y,0.000100,,0.000000,EUR,66235.67,-16.86,#N/A
CPTY_A,,true,DiscountCurve/USD/1/5Y,0.000100,,0.000000,EUR,66235.67,63.19,#N/A
CPTY_A,,true,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.000100,,0.000000,EUR,66235.67,-123.20,#N/A
CPTY_A,,true,IndexCurve/EUR-EURIBOR-6M/1/5Y,0.000100,,0.000000,EUR,66235.67,596.79,#N/A
CPTY_A,,true,IndexCurve/USD-LIBOR-3M/0/1Y,0.000100,,0.000000,EUR,66235.67,-102.01,#N/A
CPTY_A,,true,IndexCurve/USD-LIBOR-3M/1/5Y,0.000100,,0.000000,EUR,66235.67,450.94,#N/A
CPTY_A,,true,FXSpot/USDEUR/0/spot,0.001000,,0.000000,EUR,66235.67,38.71,#N/A
CPTY_A,,true,SurvivalProbability/CPTY_A/0/1Y,0.000100,,0.000000,EUR,66235.67,-51.81,#N/A
CPTY_A,,true,SurvivalProbability/CPTY_A/1/5Y,0.000100,,0.000000,EUR,66235.67,-104.59,#N/A
CPTY_A,,true,SurvivalProbability/CPTY_A/2/10Y,0.000100,,0.000000,EUR,66235.67,1184.68,#N/A
