#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility,EffectiveFloorVolatility,EffectiveCapVolatility
Swap,Swap,1,0,2017-02-09,Interest,213500.0000,EUR,0.0210000000,1.0166666667,2016-02-09,2017-02-09,0.0000,#N/A,#N/A,10000000.0000,0.9798584649,209199.7822536742,1.0000000000,209199.7822536742,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,2,0,2018-02-09,Interest,212916.6667,EUR,0.0210000000,1.0138888889,2017-02-09,2018-02-09,0.0000,#N/A,#N/A,10000000.0000,0.9603866441,204482.3229812913,1.0000000000,204482.3229812913,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,3,0,2019-02-11,Interest,214083.3333,EUR,0.0210000000,1.0194444444,2018-02-09,2019-02-11,0.0000,#N/A,#N/A,10000000.0000,0.9411982459,201494.8578125085,1.0000000000,201494.8578125085,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,4,0,2020-02-10,Interest,212333.3333,EUR,0.0210000000,1.0111111111,2019-02-11,2020-02-10,0.0000,#N/A,#N/A,10000000.0000,0.9225454154,195887.1432040520,1.0000000000,195887.1432040520,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,5,0,2021-02-09,Interest,212916.6667,EUR,0.0210000000,1.0138888889,2020-02-10,2021-02-09,0.0000,#N/A,#N/A,10000000.0000,0.9042125239,192521.9165392139,1.0000000000,192521.9165392139,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,6,0,2022-02-09,Interest,212916.6667,EUR,0.0210000000,1.0138888889,2021-02-09,2022-02-09,0.0000,#N/A,#N/A,10000000.0000,0.8862439449,188696.1066049349,1.0000000000,188696.1066049349,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,7,0,2023-02-09,Interest,212916.6667,EUR,0.0210000000,1.0138888889,2022-02-09,2023-02-09,0.0000,#N/A,#N/A,10000000.0000,0.8686324389,184946.3234520028,1.0000000000,184946.3234520028,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,8,0,2024-02-09,Interest,212916.6667,EUR,0.0210000000,1.0138888889,2023-02-09,2024-02-09,0.0000,#N/A,#N/A,10000000.0000,0.8513709101,181271.0562705288,1.0000000000,181271.0562705288,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,9,0,2025-02-10,Interest,214083.3333,EUR,0.0210000000,1.0194444444,2024-02-09,2025-02-10,0.0000,#N/A,#N/A,10000000.0000,0.8343606318,178622.7052599322,1.0000000000,178622.7052599322,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,10,0,2026-02-09,Interest,212333.3333,EUR,0.0210000000,1.0111111111,2025-02-10,2026-02-09,0.0000,#N/A,#N/A,10000000.0000,0.8178251277,173651.5354516177,1.0000000000,173651.5354516177,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,11,0,2027-02-09,Interest,212916.6667,EUR,0.0210000000,1.0138888889,2026-02-09,2027-02-09,0.0000,#N/A,#N/A,10000000.0000,0.8015732456,170668.3035358654,1.0000000000,170668.3035358654,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,12,0,2028-02-09,Interest,212916.6667,EUR,0.0210000000,1.0138888889,2027-02-09,2028-02-09,0.0000,#N/A,#N/A,10000000.0000,0.7856443220,167276.7702347669,1.0000000000,167276.7702347669,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,13,0,2029-02-09,Interest,213500.0000,EUR,0.0210000000,1.0166666667,2028-02-09,2029-02-09,0.0000,#N/A,#N/A,10000000.0000,0.7699895946,164392.7784538949,1.0000000000,164392.7784538949,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,14,0,2030-02-11,Interest,214083.3333,EUR,0.0210000000,1.0194444444,2029-02-09,2030-02-11,0.0000,#N/A,#N/A,10000000.0000,0.7546053043,161548.4188938533,1.0000000000,161548.4188938533,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,15,0,2031-02-10,Interest,212333.3333,EUR,0.0210000000,1.0111111111,2030-02-11,2031-02-10,0.0000,#N/A,#N/A,10000000.0000,0.7396504051,157052.4360264044,1.0000000000,157052.4360264044,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,16,0,2032-02-09,Interest,212333.3333,EUR,0.0210000000,1.0111111111,2031-02-10,2032-02-09,0.0000,#N/A,#N/A,10000000.0000,0.7249918848,153939.9435382684,1.0000000000,153939.9435382684,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,17,0,2033-02-09,Interest,213500.0000,EUR,0.0210000000,1.0166666667,2032-02-09,2033-02-09,0.0000,#N/A,#N/A,10000000.0000,0.7105457162,151701.5104090721,1.0000000000,151701.5104090721,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,18,0,2034-02-09,Interest,212916.6667,EUR,0.0210000000,1.0138888889,2033-02-09,2034-02-09,0.0000,#N/A,#N/A,10000000.0000,0.6964256986,148280.6383163564,1.0000000000,148280.6383163564,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,19,0,2035-02-09,Interest,212916.6667,EUR,0.0210000000,1.0138888889,2034-02-09,2035-02-09,0.0000,#N/A,#N/A,10000000.0000,0.6825862749,145333.9943740477,1.0000000000,145333.9943740477,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,20,0,2036-02-11,Interest,214083.3333,EUR,0.0210000000,1.0194444444,2035-02-09,2036-02-11,0.0000,#N/A,#N/A,10000000.0000,0.6689482914,143210.6800469102,1.0000000000,143210.6800469102,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,1,1,2016-08-09,Interest,-105590.7515,EUR,0.0208860827,0.5055555556,2016-02-09,2016-08-09,0.0000,2016-02-05,0.0208860827,10000000.0000,0.9898235709,-104516.2147392729,1.0000000000,-104516.2147392729,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,2,1,2017-02-09,InterestProjected,-106757.2614,EUR,0.0208872903,0.5111111111,2016-08-09,2017-02-09,0.0000,2016-08-05,0.0208872903,10000000.0000,0.9798584649,-104607.0062556303,1.0000000000,-104607.0062556303,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,3,1,2017-08-09,InterestProjected,-105007.5471,EUR,0.0208854790,0.5027777778,2017-02-09,2017-08-09,0.0000,2017-02-07,0.0208854790,10000000.0000,0.9701537228,-101873.4627442654,1.0000000000,-101873.4627442654,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,4,1,2018-02-09,InterestProjected,-106757.2614,EUR,0.0208872903,0.5111111111,2017-08-09,2018-02-09,0.0000,2017-08-07,0.0208872903,10000000.0000,0.9603866441,-102528.2479982760,1.0000000000,-102528.2479982760,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,5,1,2018-08-09,InterestProjected,-105007.5471,EUR,0.0208854790,0.5027777778,2018-02-09,2018-08-09,0.0000,2018-02-07,0.0208854790,10000000.0000,0.9508747554,-99849.0256681519,1.0000000000,-99849.0256681519,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,6,1,2019-02-11,InterestProjected,-107923.9059,EUR,0.0208884979,0.5166666667,2018-08-09,2019-02-11,0.0000,2018-08-07,0.0208884979,10000000.0000,0.9411982459,-101577.7909120465,1.0000000000,-101577.7909120465,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,7,1,2019-08-09,InterestProjected,-103841.2392,EUR,0.0208842716,0.4972222222,2019-02-11,2019-08-09,0.0000,2019-02-07,0.0208842716,10000000.0000,0.9319789011,-96777.8440028342,1.0000000000,-96777.8440028342,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,8,1,2020-02-10,InterestProjected,-107340.5668,EUR,0.0208878941,0.5138888889,2019-08-09,2020-02-10,0.0000,2019-08-07,0.0208878941,10000000.0000,0.9225454154,-99026.5477905650,1.0000000000,-99026.5477905650,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,9,1,2020-08-10,InterestProjected,-105590.7515,EUR,0.0208860827,0.5055555556,2020-02-10,2020-08-10,0.0000,2020-02-06,0.0208860827,10000000.0000,0.9133580859,-96442.1667061660,1.0000000000,-96442.1667061660,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,10,1,2021-02-09,InterestProjected,-106173.9896,EUR,0.0208866865,0.5083333333,2020-08-10,2021-02-09,0.0000,2020-08-06,0.0208866865,10000000.0000,0.9042125239,-96003.8511310903,1.0000000000,-96003.8511310903,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,11,1,2021-08-09,InterestProjected,-105007.5471,EUR,0.0208854790,0.5027777778,2021-02-09,2021-08-09,0.0000,2021-02-05,0.0208854790,10000000.0000,0.8952569965,-94008.7412248566,1.0000000000,-94008.7412248566,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,12,1,2022-02-09,InterestProjected,-106757.2614,EUR,0.0208872903,0.5111111111,2021-08-09,2022-02-09,0.0000,2021-08-05,0.0208872903,10000000.0000,0.8862439449,-94612.9764775294,1.0000000000,-94612.9764775294,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,13,1,2022-08-09,InterestProjected,-105007.5471,EUR,0.0208854790,0.5027777778,2022-02-09,2022-08-09,0.0000,2022-02-07,0.0208854790,10000000.0000,0.8774663824,-92140.5924833918,1.0000000000,-92140.5924833918,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,14,1,2023-02-09,InterestProjected,-106757.2614,EUR,0.0208872903,0.5111111111,2022-08-09,2023-02-09,0.0000,2022-08-05,0.0208872903,10000000.0000,0.8686324389,-92732.8203279011,1.0000000000,-92732.8203279011,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,15,1,2023-08-09,InterestProjected,-105007.5471,EUR,0.0208854790,0.5027777778,2023-02-09,2023-08-09,0.0000,2023-02-07,0.0208854790,10000000.0000,0.8600293048,-90309.5677335343,1.0000000000,-90309.5677335343,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,16,1,2024-02-09,InterestProjected,-106757.2614,EUR,0.0208872903,0.5111111111,2023-08-09,2024-02-09,0.0000,2023-08-07,0.0208872903,10000000.0000,0.8513709101,-90890.0267819936,1.0000000000,-90890.0267819936,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,17,1,2024-08-09,InterestProjected,-105590.7515,EUR,0.0208860827,0.5055555556,2024-02-09,2024-08-09,0.0000,2024-02-07,0.0208860827,10000000.0000,0.8428923843,-89001.6403176010,1.0000000000,-89001.6403176010,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,18,1,2025-02-10,InterestProjected,-107340.5668,EUR,0.0208878941,0.5138888889,2024-08-09,2025-02-10,0.0000,2024-08-07,0.0208878941,10000000.0000,0.8343606318,-89560.7431362249,1.0000000000,-89560.7431362249,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,19,1,2025-08-11,InterestProjected,-105590.7515,EUR,0.0208860827,0.5055555556,2025-02-10,2025-08-11,0.0000,2025-02-06,0.0208860827,10000000.0000,0.8260515058,-87223.3993064117,1.0000000000,-87223.3993064117,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,20,1,2026-02-09,InterestProjected,-105590.7515,EUR,0.0208860827,0.5055555556,2025-08-11,2026-02-09,0.0000,2025-08-07,0.0208860827,10000000.0000,0.8178251277,-86354.7698597549,1.0000000000,-86354.7698597549,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,21,1,2026-08-10,InterestProjected,-105590.7515,EUR,0.0208860827,0.5055555556,2026-02-09,2026-08-10,0.0000,2026-02-05,0.0208860827,10000000.0000,0.8096806734,-85494.7908110583,1.0000000000,-85494.7908110583,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,22,1,2027-02-09,InterestProjected,-106173.9896,EUR,0.0208866865,0.5083333333,2026-08-10,2027-02-09,0.0000,2026-08-06,0.0208866865,10000000.0000,0.8015732456,-85106.2294620136,1.0000000000,-85106.2294620136,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,23,1,2027-08-09,InterestProjected,-105007.5471,EUR,0.0208854790,0.5027777778,2027-02-09,2027-08-09,0.0000,2027-02-05,0.0208854790,10000000.0000,0.7936342810,-83337.5891472602,1.0000000000,-83337.5891472602,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,24,1,2028-02-09,InterestProjected,-106757.2614,EUR,0.0208872903,0.5111111111,2027-08-09,2028-02-09,0.0000,2027-08-05,0.0208872903,10000000.0000,0.7856443220,-83873.2362432618,1.0000000000,-83873.2362432618,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,25,1,2028-08-09,InterestProjected,-105590.7515,EUR,0.0208860827,0.5055555556,2028-02-09,2028-08-09,0.0000,2028-02-07,0.0208860827,10000000.0000,0.7778203459,-82130.6348858364,1.0000000000,-82130.6348858364,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,26,1,2029-02-09,InterestProjected,-106757.2614,EUR,0.0208872903,0.5111111111,2028-08-09,2029-02-09,0.0000,2028-08-07,0.0208872903,10000000.0000,0.7699895946,-82201.9804172382,1.0000000000,-82201.9804172382,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,27,1,2029-08-09,InterestProjected,-105007.5471,EUR,0.0208854790,0.5027777778,2029-02-09,2029-08-09,0.0000,2029-02-07,0.0208854790,10000000.0000,0.7623634418,-80053.9150224409,1.0000000000,-80053.9150224409,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,28,1,2030-02-11,InterestProjected,-107923.9059,EUR,0.0208884979,0.5166666667,2029-08-09,2030-02-11,0.0000,2029-08-07,0.0208884979,10000000.0000,0.7546053043,-81439.9518415561,1.0000000000,-81439.9518415561,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,29,1,2030-08-09,InterestProjected,-103841.2392,EUR,0.0208842716,0.4972222222,2030-02-11,2030-08-09,0.0000,2030-02-07,0.0208842716,10000000.0000,0.7472136984,-77591.5963928037,1.0000000000,-77591.5963928037,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,30,1,2031-02-10,InterestProjected,-107340.5668,EUR,0.0208878941,0.5138888889,2030-08-09,2031-02-10,0.0000,2030-08-07,0.0208878941,10000000.0000,0.7396504051,-79394.4937243419,1.0000000000,-79394.4937243419,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,31,1,2031-08-11,InterestProjected,-105590.7515,EUR,0.0208860827,0.5055555556,2031-02-10,2031-08-11,0.0000,2031-02-06,0.0208860827,10000000.0000,0.7322844675,-77322.4672590694,1.0000000000,-77322.4672590694,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,32,1,2032-02-09,InterestProjected,-105590.7515,EUR,0.0208860827,0.5055555556,2031-08-11,2032-02-09,0.0000,2031-08-07,0.0208860827,10000000.0000,0.7249918848,-76552.4379723917,1.0000000000,-76552.4379723917,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,33,1,2032-08-09,InterestProjected,-105590.7515,EUR,0.0208860827,0.5055555556,2032-02-09,2032-08-09,0.0000,2032-02-05,0.0208860827,10000000.0000,0.7177719266,-75790.0771567756,1.0000000000,-75790.0771567756,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,34,1,2033-02-09,InterestProjected,-106757.2614,EUR,0.0208872903,0.5111111111,2032-08-09,2033-02-09,0.0000,2032-08-05,0.0208872903,10000000.0000,0.7105457162,-75855.9147499861,1.0000000000,-75855.9147499861,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,35,1,2033-08-09,InterestProjected,-105007.5471,EUR,0.0208854790,0.5027777778,2033-02-09,2033-08-09,0.0000,2033-02-07,0.0208854790,10000000.0000,0.7035083091,-73873.6819054981,1.0000000000,-73873.6819054981,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,36,1,2034-02-09,InterestProjected,-106757.2614,EUR,0.0208872903,0.5111111111,2033-08-09,2034-02-09,0.0000,2033-08-05,0.0208872903,10000000.0000,0.6964256986,-74348.5003348319,1.0000000000,-74348.5003348319,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,37,1,2034-08-09,InterestProjected,-105007.5471,EUR,0.0208854790,0.5027777778,2034-02-09,2034-08-09,0.0000,2034-02-07,0.0208854790,10000000.0000,0.6895281393,-72405.6585697847,1.0000000000,-72405.6585697847,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,38,1,2035-02-09,InterestProjected,-106757.2614,EUR,0.0208872903,0.5111111111,2034-08-09,2035-02-09,0.0000,2034-08-07,0.0208872903,10000000.0000,0.6825862749,-72871.0413717543,1.0000000000,-72871.0413717543,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,39,1,2035-08-09,InterestProjected,-105007.5471,EUR,0.0208854790,0.5027777778,2035-02-09,2035-08-09,0.0000,2035-02-07,0.0208854790,10000000.0000,0.6758257846,-70966.8079036691,1.0000000000,-70966.8079036691,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap,Swap,40,1,2036-02-11,InterestProjected,-107923.9059,EUR,0.0208884979,0.5166666667,2035-08-09,2036-02-11,0.0000,2035-08-07,0.0208884979,10000000.0000,0.6689482914,-72195.5124418777,1.0000000000,-72195.5124418777,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
