#Scenario,TradeId,Date,Time,EPE,ENE,AllocatedEPE,AllocatedENE,PFE,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
BASE,BermSwp,2016-02-05,0.000000,52289,0,0,0,52289,52289,52289,52289.17,52289.17
BASE,BermSwp,2016-05-05,0.245902,51882,0,0,0,63043,52141,52289,52141.17,52289.17
BASE,BermSwp,2016-08-05,0.497268,52098,0,0,0,70578,52625,52625,52385.87,52459.06
BASE,BermSwp,2016-11-07,0.754098,52126,0,0,0,73744,52926,52926,52569.73,52617.99
BASE,BermSwp,2017-02-06,1.003002,51750,0,0,0,82394,52806,52926,52628.30,52694.35
BASE,BermSwp,2017-05-05,1.244098,51448,0,0,0,76374,52754,52926,52652.65,52739.18
BASE,BermSwp,2017-08-07,1.501632,51920,0,0,0,90468,53514,53514,52800.36,52872.05
BASE,BermSwp,2017-11-06,1.750947,51782,0,0,0,104157,53639,53639,52919.74,52981.23
BASE,BermSwp,2018-02-05,2.000262,51968,0,0,0,106435,54100,54100,53066.90,53120.72
BASE,BermSwp,2018-05-07,2.249577,51668,0,0,0,112057,54058,54100,53176.70,53229.29
BASE,BermSwp,2018-08-06,2.498892,51789,0,0,0,117032,54456,54456,53304.37,53351.72
BASE,BermSwp,2018-11-05,2.748207,51623,0,0,0,116665,54554,54554,53417.70,53460.75
BASE,BermSwp,2019-02-05,3.000262,50648,0,0,0,109308,53795,54554,53449.40,53552.56
BASE,BermSwp,2019-05-06,3.246837,50023,0,0,0,109168,53395,54554,53445.25,53628.58
BASE,BermSwp,2019-08-05,3.496152,49467,0,0,0,120119,53066,54554,53418.20,53694.54
BASE,BermSwp,2019-11-05,3.748207,49125,0,0,0,115382,52967,54554,53387.86,53752.31
BASE,BermSwp,2020-02-05,4.000000,49369,0,0,0,127425,53500,54554,53394.93,53802.75
BASE,BermSwp,2020-05-05,4.245902,49858,0,0,0,138884,54298,54554,53447.24,53846.24
BASE,BermSwp,2020-08-05,4.497268,50855,0,0,0,147691,55665,55665,53571.19,53947.89
BASE,BermSwp,2020-11-05,4.748634,51487,0,0,0,168661,56642,56642,53733.73,54090.49
BASE,BermSwp,2021-02-05,5.000262,51655,0,0,0,179239,57115,57115,53903.90,54242.70
BASE,BermSwp,2021-05-05,5.244098,52852,0,0,0,188580,58726,58726,54128.11,54451.16
BASE,BermSwp,2021-08-05,5.496152,50965,0,0,0,187497,56916,58726,54255.97,54647.20
BASE,BermSwp,2021-11-05,5.748207,52097,0,0,0,198329,58475,58726,54440.97,54826.05
BASE,BermSwp,2022-02-07,6.005741,52404,0,0,0,204957,59125,59125,54641.83,55010.39
BASE,BermSwp,2022-05-05,6.244098,52542,0,0,0,184321,59565,59565,54829.77,55184.26
BASE,BermSwp,2022-08-05,6.496152,52344,0,0,0,168973,59642,59642,55016.49,55357.23
BASE,BermSwp,2022-11-07,6.753687,53516,0,0,0,178702,61293,61293,55255.83,55583.58
BASE,BermSwp,2023-02-06,7.003002,54693,0,0,0,190995,62956,62956,55529.96,55846.04
BASE,BermSwp,2023-05-05,7.244098,54730,0,0,0,199895,63304,63304,55788.69,56094.25
BASE,BermSwp,2023-08-07,7.501632,53645,0,0,0,192210,62370,63304,56014.64,56341.76
BASE,BermSwp,2023-11-06,7.750947,53906,0,0,0,180811,62989,63304,56238.96,56565.70
BASE,BermSwp,2024-02-05,8.000000,54855,0,0,0,180653,64418,64418,56493.60,56810.17
BASE,BermSwp,2024-05-06,8.248634,52636,0,0,0,183440,62122,64418,56663.27,57039.50
BASE,BermSwp,2024-08-05,8.497268,51498,0,0,0,167061,61085,64418,56792.64,57255.41
BASE,BermSwp,2024-11-05,8.748634,51477,0,0,0,166400,61369,64418,56924.13,57461.22
BASE,BermSwp,2025-02-05,9.000262,51573,0,0,0,202764,61796,64418,57060.33,57655.73
BASE,BermSwp,2025-05-05,9.244098,51542,0,0,0,189797,62062,64418,57192.26,57834.11
BASE,BermSwp,2025-08-05,9.496152,53538,0,0,0,169085,64793,64793,57394.00,58018.81
BASE,BermSwp,2025-11-05,9.748207,52495,0,0,0,179427,63852,64793,57560.98,58193.96
BASE,BermSwp,2026-02-05,10.000262,51085,0,0,0,170187,62452,64793,57684.27,58360.28
BASE,BermSwp,2026-05-05,10.244098,48459,0,0,0,168728,59533,64793,57728.27,58513.39
BASE,BermSwp,2026-08-05,10.496152,48897,0,0,0,191992,60375,64793,57791.84,58664.18
BASE,BermSwp,2026-11-05,10.748207,44177,0,0,0,167677,54825,64793,57722.25,58807.90
BASE,BermSwp,2027-02-05,11.000262,44929,348,0,0,201277,56040,64793,57683.70,58945.03
BASE,BermSwp,2027-05-05,11.244098,47934,662,0,0,222822,60082,64793,57735.70,59071.84
BASE,BermSwp,2027-08-05,11.496152,48537,988,0,0,185879,61147,64793,57810.50,59197.27
BASE,BermSwp,2027-11-05,11.748207,41325,1364,0,0,177832,52324,64793,57692.79,59317.32
BASE,BermSwp,2028-02-07,12.005464,42695,1310,0,0,183957,54340,64793,57620.94,59434.65
BASE,BermSwp,2028-05-05,12.245902,41119,848,0,0,205121,52588,64793,57522.11,59539.85
BASE,BermSwp,2028-08-07,12.502732,38956,629,0,0,189780,50080,64793,57369.24,59647.75
