#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FloorStrike,CapStrike,FloorVolatility,CapVolatility
CMS_Spread_Swap,Swap,1,0,2017-10-30,InterestProjected,266184.9535,EUR,0.0264714318,1.0055555556,2016-10-28,2017-10-30,0.0000,2016-10-26,0.0083320391,10000000.0000,1.0058970355,267754.6556509874,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,2,0,2018-10-29,InterestProjected,276514.4525,EUR,0.0277284688,0.9972222222,2017-10-30,2018-10-29,0.0000,2017-10-26,0.0084623820,10000000.0000,1.0088233940,278954.2484549272,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,3,0,2019-10-28,InterestProjected,271757.3576,EUR,0.0272514342,0.9972222222,2018-10-29,2019-10-28,0.0000,2018-10-25,0.0079315636,10000000.0000,1.0099807051,274469.6876276579,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,4,0,2020-10-28,InterestProjected,250943.3150,EUR,0.0250943315,1.0000000000,2019-10-28,2020-10-28,0.0000,2019-10-24,0.0065609407,10000000.0000,1.0092891991,253274.3773999767,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,5,0,2021-10-28,InterestProjected,239907.8969,EUR,0.0239907897,1.0000000000,2020-10-28,2021-10-28,0.0000,2020-10-26,0.0055081771,10000000.0000,1.0054631743,241218.5555516121,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,6,0,2022-10-28,InterestProjected,216901.3115,EUR,0.0216901312,1.0000000000,2021-10-28,2022-10-28,0.0000,2021-10-26,0.0037457463,10000000.0000,0.9985825205,216593.8583351000,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,7,0,2023-10-30,InterestProjected,192112.9209,EUR,0.0191051524,1.0055555556,2022-10-28,2023-10-30,0.0000,2022-10-26,0.0016007141,10000000.0000,0.9892066720,190039.3831421411,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,8,0,2024-10-28,InterestProjected,190590.7224,EUR,0.0191655475,0.9944444444,2023-10-30,2024-10-28,0.0000,2023-10-26,0.0010481378,10000000.0000,0.9779047625,186379.5751277435,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,9,0,2025-10-28,InterestProjected,196919.5280,EUR,0.0196919528,1.0000000000,2024-10-28,2025-10-28,0.0000,2024-10-24,0.0008626951,10000000.0000,0.9646555510,189959.5158009544,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,10,0,2026-10-28,InterestProjected,199706.3813,EUR,0.0199706381,1.0000000000,2025-10-28,2026-10-28,0.0000,2025-10-24,0.0005461473,10000000.0000,0.9509206225,189904.9163912955,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,11,0,2027-10-28,InterestProjected,195423.4226,EUR,0.0195423423,1.0000000000,2026-10-28,2027-10-28,0.0000,2026-10-26,-0.0002338965,10000000.0000,0.9373530095,183180.7333044367,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,12,0,2028-10-30,InterestProjected,190024.4658,EUR,0.0188974607,1.0055555556,2027-10-28,2028-10-30,0.0000,2027-10-26,-0.0011776309,10000000.0000,0.9231651796,175423.9700739145,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,13,0,2029-10-29,InterestProjected,187170.5190,EUR,0.0187691885,0.9972222222,2028-10-30,2029-10-29,0.0000,2028-10-26,-0.0017057762,10000000.0000,0.9090688747,170150.8931174619,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,14,0,2030-10-28,InterestProjected,193366.2090,EUR,0.0193904834,0.9972222222,2029-10-29,2030-10-28,0.0000,2029-10-25,-0.0015724113,10000000.0000,0.8951878139,173099.0739558398,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,15,0,2031-10-28,InterestProjected,201812.2517,EUR,0.0201812252,1.0000000000,2030-10-28,2031-10-28,0.0000,2030-10-24,-0.0012446864,10000000.0000,0.8822356779,178045.9686884906,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,16,0,2032-10-28,InterestProjected,203367.1830,EUR,0.0203367183,1.0000000000,2031-10-28,2032-10-28,0.0000,2031-10-24,-0.0014515630,10000000.0000,0.8697414451,176876.8676384007,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,17,0,2033-10-28,InterestProjected,202471.4604,EUR,0.0202471460,1.0000000000,2032-10-28,2033-10-28,0.0000,2032-10-26,-0.0018683799,10000000.0000,0.8574575707,173610.6865869324,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,18,0,2034-10-30,InterestProjected,202371.2203,EUR,0.0201253147,1.0055555556,2033-10-28,2034-10-30,0.0000,2033-10-26,-0.0023081113,10000000.0000,0.8452813040,171060.6090206138,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,19,0,2035-10-29,InterestProjected,207954.4224,EUR,0.0208533683,0.9972222222,2034-10-30,2035-10-29,0.0000,2034-10-26,-0.0019365522,10000000.0000,0.8333753713,173304.0940123786,-0.000333,0.019667,#N/A,#N/A
CMS_Spread_Swap,Swap,1,1,2017-04-28,InterestProjected,-36943.9624,EUR,0.0073075970,0.5055555556,2016-10-28,2017-04-28,0.0000,2016-10-26,-0.0006924030,10000000.0000,1.0040920668,-37095.1395525219,#N/A,#N/A,#N/A,#N/A
CMS_Spread_Swap,Swap,2,1,2017-10-30,InterestProjected,-37552.9391,EUR,0.0073075990,0.5138888889,2017-04-28,2017-10-30,0.0000,2017-04-26,-0.0006924004,10000000.0000,1.0058970355,-37774.3900858147,#N/A,#N/A,#N/A,#N/A
