#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
CAP_EUR,CapFloor,2026-02-09,10.011221,-6881.951398,EUR,-6881.951398,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
CAP_USD,CapFloor,2026-02-09,10.011221,-14245.033135,USD,-12580.206366,EUR,1000000.00,USD,883129.32,CPTY_A,CPTY_A
CC_SWAP_EUR_USD,Swap,2026-02-09,10.011221,450358.255086,USD,397724.577653,EUR,113233700.00,USD,100000000.00,CPTY_A,CPTY_A
CC_SWAP_EUR_USD_RESET,Swap,2026-02-05,10.000262,-22174553.893030,USD,-19582998.606449,EUR,100000000.00,USD,88312931.57,CPTY_A,CPTY_A
CDS,CreditDefaultSwap,2026-03-20,10.118070,-7687.966303,EUR,-7687.966303,EUR,10000000.00,EUR,10000000.00,CPTY_B,CPTY_B
CPI_Swap,Swap,2021-07-19,5.449577,829612.548929,GBP,1021768.347989,EUR,10000000.00,GBP,12316211.34,CPTY_A,CPTY_A
EquityOption1,EquityOption,2022-12-16,6.860536,2432731.327294,GBP,2996203.315147,EUR,2533269.16,GBP,3120027.83,EquityOption1,EquityOption1
EquityOption2,EquityOption,2017-07-25,1.466015,0.000000,USD,0.000000,EUR,17054.68,USD,15061.48,EquityOption2,EquityOption2
FLOOR_EUR,CapFloor,2026-02-09,10.011221,78817.134537,EUR,78817.134537,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
FLOOR_USD,CapFloor,2026-02-09,10.011221,33545.193346,USD,29624.743646,EUR,1000000.00,USD,883129.32,CPTY_A,CPTY_A
FXFWD_EURUSD_10Y,FxForward,2026-03-02,10.068755,203138.757488,USD,179397.791901,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
FX_CALL_OPTION,FxOption,2026-03-01,10.066015,288852.452705,USD,255094.068908,EUR,1100000.00,USD,971442.25,CPTY_A,CPTY_A
FX_PUT_OPTION,FxOption,2026-03-01,10.066015,84650.707908,USD,74757.521752,EUR,1100000.00,USD,971442.25,CPTY_A,CPTY_A
INDEX_CDS,IndexCreditDefaultSwap,2026-03-20,10.118070,9.556999,EUR,9.556999,EUR,300000.00,EUR,300000.00,CPTY_B,CPTY_B
INDEX_CDS_OPTION,IndexCreditDefaultSwapOption,2021-09-20,5.622180,1098.606030,EUR,1098.606030,EUR,300000.00,EUR,300000.00,CPTY_B,CPTY_B
INDEX_CDS_TRANCHE,SyntheticCDO,2026-03-20,10.118070,-109.729414,EUR,-109.729414,EUR,300000.00,EUR,300000.00,CPTY_B,CPTY_B
SWAPTION,Swaption,2038-10-01,22.652317,-3090531.675961,EUR,-3090531.675961,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
SWAP_1M_OIS_EUR,Swap,2026-02-09,10.011221,-326621.045016,EUR,-326621.045016,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
SWAP_1M_OIS_EUR_OISLEGBPS,Swap,2026-02-09,10.011221,10107.746127,EUR,10107.746127,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
SWAP_EUR,Swap,2036-02-11,20.016393,0.000000,EUR,0.000000,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
SWAP_EUR_12Y,Swap,2028-02-09,12.010929,180822.139017,EUR,180822.139017,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
SWAP_USD,Swap,2026-02-09,10.011221,10031.330234,USD,8858.961805,EUR,10000000.00,USD,8831293.16,CPTY_A,CPTY_A
YearOnYear_Swap,Swap,2021-07-19,5.449577,590271.224568,EUR,590271.224568,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
