#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
Swaption_10_10,Swaption,2026-03-01,10.066015,465874.009693,EUR,465874.009693,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_11_9,Swaption,2027-03-01,11.066015,435282.988990,EUR,435282.988990,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_12_8,Swaption,2028-03-01,12.068306,400182.823099,EUR,400182.823099,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_13_7,Swaption,2029-03-01,13.066015,360657.544200,EUR,360657.544200,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_14_6,Swaption,2030-03-01,14.066015,317475.982894,EUR,317475.982894,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_15_5,Swaption,2031-03-01,15.066015,270703.644169,EUR,270703.644169,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_16_4,Swaption,2032-03-01,16.068306,221852.839306,EUR,221852.839306,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_17_3,Swaption,2033-03-01,17.066015,169808.197056,EUR,169808.197056,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_18_2,Swaption,2034-03-01,18.066015,115360.249640,EUR,115360.249640,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_19_1,Swaption,2035-03-01,19.066015,58737.183290,EUR,58737.183290,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_1_19,Swaption,2017-03-01,1.066015,317239.803684,EUR,317239.803684,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_2_18,Swaption,2018-03-01,2.066015,412865.288841,EUR,412865.288841,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_3_17,Swaption,2019-03-01,3.066015,469989.336067,EUR,469989.336067,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_4_16,Swaption,2020-03-01,4.068306,504364.917039,EUR,504364.917039,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_5_15,Swaption,2021-03-01,5.066015,522143.928861,EUR,522143.928861,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_6_14,Swaption,2022-03-01,6.066015,527728.381843,EUR,527728.381843,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_7_13,Swaption,2023-03-01,7.066015,523416.430591,EUR,523416.430591,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_8_12,Swaption,2024-03-01,8.068306,511138.433239,EUR,511138.433239,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_9_11,Swaption,2025-03-01,9.066015,491301.110886,EUR,491301.110886,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
